SampID,Study ID,Ecosystem,State,Estuary,EstType,Lat,Long,LatLongType,Lvl1EcoRegCode,Lvl1EcoReg,Lvl2EcoReg,KGzone,Cdepth,SfcCDMeth,SfcCDDepth,SfcCD,RhizCDMeth,RhizCDDepth,RhizCD,StkMeth,Stk30,Stk50,Stk100,PercGrav,PercSand,PercSilt,PercClay,PercFines,GrainType,z,zlow,zhigh,VegGrp
347,6,EM,OR,NEH,WDE,45.7022,-123.8983,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.042,LOI,20-30,0.031,LOI,104.36,158.14,NA,NA,NA,NA,NA,NA,NA,0.828,NA,0.828,Br-grm
348,6,EM,OR,NEH,WDE,45.7011,-123.8936,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.04,LOI,20-30,0.037,LOI,118.35,187.43,NA,NA,NA,NA,NA,NA,NA,0.918,NA,0.918,Br-grm
349,6,EM,OR,NEH,WDE,45.7036,-123.9,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.038,LOI,20-30,0.035,CHN&LOI,107.08,156.2,NA,NA,NA,NA,NA,NA,NA,0.69,NA,0.69,Br-grm
350,6,EM,OR,COQ,TDE,43.1454,-124.39635,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.026,LOI,20-30,0.02,LOI,72.8,119.7,NA,NA,NA,NA,NA,NA,NA,1.088,NA,1.088,Br-grm
351,6,EM,OR,COQ,TDE,43.14415,-124.39651,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.063,LOI,20-30,0.04,CHN&LOI,144.8,180.97,NA,NA,NA,NA,NA,NA,NA,1.306,NA,1.306,Br-mix
352,6,EM,OR,COQ,TDE,43.14116,-124.40071,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.05,LOI,20-30,0.021,CHN&LOI,105.27,134.12,NA,NA,NA,NA,NA,NA,NA,1.217,NA,1.217,Br-mix
353,6,EM,OR,COQ,TDE,43.14249,-124.40153,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.043,LOI,20-30,0.015,CHN&LOI,87.73,111.15,NA,NA,NA,NA,NA,NA,NA,1.148,NA,1.148,Br-mix
354,6,EM,OR,COQ,TDE,43.1394,-124.40437,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.021,LOI,20-30,0.014,LOI,49.46,80.38,NA,NA,NA,NA,NA,NA,NA,0.513,NA,0.513,Sl-suc
355,6,FL,OR,COQ,TDE,43.13893,-124.40505,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.009,LOI,20-30,0.01,LOI,27.91,48.4,NA,NA,NA,NA,NA,NA,NA,0.355,1.31,NA,FL
356,6,FL,OR,COQ,TDE,43.13502,-124.40286,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.01,LOI,20-30,0.009,LOI,28.29,45.24,NA,NA,NA,NA,NA,NA,NA,0.345,1.302,NA,FL
357,6,EM,OR,COQ,TDE,43.13018,-124.40729,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.033,LOI,20-30,0.035,CHN&LOI,102.16,140.54,NA,NA,NA,NA,NA,NA,NA,0.979,NA,0.979,Br-mix
358,6,EM,OR,COQ,TDE,43.13409,-124.40674,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.021,LOI,20-30,0.012,LOI,45.96,64.46,NA,NA,NA,NA,NA,NA,NA,0.533,NA,0.533,Sl-suc
359,6,EM,OR,COQ,TDE,43.13622,-124.40226,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.033,LOI,20-30,0.015,CHN&LOI,64.82,102.26,NA,NA,NA,NA,NA,NA,NA,0.692,NA,0.692,Sl-suc
360,6,EM,OR,SAL,TDE,45.025,-123.96999,SPEC,PNW-For,7,7.1,Cfb,50,LOI,0-10,0.051,LOI,20-30,0.044,CHN&LOI,149,238.19,NA,NA,NA,NA,NA,NA,NA,1.067,NA,1.067,Br-mix
361,6,EM,OR,SAL,TDE,45.02601,-123.9719,SPEC,PNW-For,7,7.1,Cfb,50,LOI,0-10,0.05,LOI,20-30,0.043,CHN&LOI,139.19,233.08,NA,NA,NA,NA,NA,NA,NA,1.125,NA,1.125,Br-grm
362,6,EM,OR,SAL,TDE,45.0264,-123.97581,SPEC,PNW-For,7,7.1,Csb,49,LOI,0-9,0.065,LOI,21-29,0.047,CHN&LOI,167.25,261.14,NA,NA,NA,NA,NA,NA,NA,1.153,NA,1.153,Br-grm
363,6,EM,OR,SAL,TDE,45.02388,-123.97306,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.065,LOI,20-30,0.035,CHN&LOI,154.71,207.25,NA,NA,NA,NA,NA,NA,NA,1.307,NA,1.307,Br-grm
364,6,EM,OR,SAL,TDE,45.029,-123.9788,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.042,LOI,20-30,0.039,LOI,123.34,192.03,NA,NA,NA,NA,NA,NA,NA,1.182,NA,1.182,Br-grm
365,6,EM,OR,SAL,TDE,45.02859,-123.97857,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.058,LOI,20-30,0.052,LOI,169.04,264.97,NA,NA,NA,NA,NA,NA,NA,1.192,NA,1.192,Br-mix
366,6,EM,OR,SAL,TDE,45.02684,-123.97819,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.062,LOI,20-30,0.06,LOI,187.24,294.23,NA,NA,NA,NA,NA,NA,NA,1.192,NA,1.192,Br-grm
367,6,EM,OR,SAL,TDE,45.02504,-123.97515,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.058,LOI,20-30,0.062,LOI,174.55,271.19,NA,NA,NA,NA,NA,NA,NA,1.201,NA,1.201,Br-mix
368,6,EM,OR,TIL,WDE,45.48274,-123.89545,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.032,LOI,20-30,0.032,LOI,99.45,158.64,NA,NA,NA,NA,NA,NA,NA,0.724,NA,0.724,Br-grm
369,6,EM,OR,TIL,WDE,45.48137,-123.89361,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.041,LOI,20-30,0.034,LOI,115.4,183.31,NA,NA,NA,NA,NA,NA,NA,0.856,NA,0.856,Br-grm
370,6,EM,OR,TIL,WDE,45.46867,-123.8805,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.045,LOI,20-30,0.038,LOI,123.77,196.6,NA,NA,NA,NA,NA,NA,NA,1.159,NA,1.159,Br-mix
371,6,EM,OR,TIL,WDE,45.469,-123.88519,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.034,LOI,20-30,0.036,LOI,102.39,168.73,NA,NA,NA,NA,NA,NA,NA,0.544,NA,0.544,Br-grm
372,6,EM,OR,TIL,WDE,45.50962,-123.88386,SPEC,PNW-For,7,7.1,Cfb,50,LOI,0-10,0.047,LOI,20-30,0.043,LOI,135.53,218.33,NA,NA,NA,NA,NA,NA,NA,1.168,NA,1.168,Br-grm
373,6,TS,OR,TIL,WDE,45.51025,-123.88378,SPEC,PNW-For,7,7.1,Cfb,50,LOI,0-10,0.102,LOI,20-30,0.058,LOI,242.8,363.69,NA,NA,NA,NA,NA,NA,NA,1.282,NA,1.282,PicSit
374,6,EM,OR,COL,TDE,46.10026,-123.78333,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.041,LOI,20-30,0.027,LOI,96.06,148.23,NA,NA,NA,NA,NA,NA,NA,0.897,NA,0.897,Fr-grm
375,6,TS,OR,COL,TDE,46.10576,-123.78404,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.059,LOI,20-30,0.043,LOI,149,229.89,NA,NA,NA,NA,NA,NA,NA,0.983,NA,0.983,Hardwood
376,6,EM,OR,COL,TDE,46.16869,-123.82468,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.022,LOI,20-30,0.021,LOI,73.23,112.72,NA,NA,NA,NA,NA,NA,NA,0.348,NA,0.348,Fr-grm
377,6,EM,OR,COL,TDE,46.1676,-123.82514,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.067,LOI,20-30,0.052,LOI,167.21,237.26,NA,NA,NA,NA,NA,NA,NA,1.207,NA,1.207,Fr-mix
378,6,TS,OR,COL,TDE,46.1676,-123.8262,SPEC,PNW-For,7,7.1,Csb,50,LOI,0-10,0.096,LOI,20-30,0.058,LOI,218.32,310.59,NA,NA,NA,NA,NA,NA,NA,1.119,NA,1.119,Hardwood
385,12,EM,WA,NIS,RD,47.09329,-122.70051,SPEC,PNW-For,7,7.1,Csb,46,CHN,0-10,0.044,CHN,20-28,0.035,CHN,121.42,173.29,NA,NA,NA,NA,NA,NA,NA,0.965,NA,0.965,Br-grm
386,12,EM,WA,NIS,RD,47.09567,-122.69803,SPEC,PNW-For,7,7.1,Csb,46,CHN,0-10,0.024,CHN,20-28,0.027,CHN,78.89,133.74,NA,NA,NA,NA,NA,NA,NA,0.975,NA,0.975,Br-grm
387,12,EM,WA,NIS,RD,47.09337,-122.70092,SPEC,PNW-For,7,7.1,Csb,52,CHN,0-10,0.031,CHN,20-28,0.026,CHN,86.15,146.81,NA,NA,NA,NA,NA,NA,NA,0.93,NA,0.93,Br-grm
388,12,EM,WA,NIS,RD,47.09662,-122.69857,SPEC,PNW-For,7,7.1,Csb,54,CHN,0-10,0.051,CHN,20-30,0.03,CHN,109.53,153.14,NA,NA,NA,NA,NA,NA,NA,0.972,NA,0.972,Br-grm
389,12,EM,WA,NIS,RD,47.09661,-122.69878,SPEC,PNW-For,7,7.1,Csb,56,CHN,0-10,0.04,CHN,20-30,0.025,CHN,91.59,148.78,NA,NA,NA,NA,NA,NA,NA,0.983,NA,0.983,Br-grm
390,12,EM,WA,NIS,RD,47.09662,-122.699,SPEC,PNW-For,7,7.1,Csb,50,CHN,0-10,0.041,CHN,20-30,0.03,CHN,108.68,166.43,NA,NA,NA,NA,NA,NA,NA,0.998,NA,0.998,Br-grm
391,9,EM,BC,SKE,TDE,54.18008,-130.18214,SPEC,PNW-For,7,7.1,Cfb,85,CHN,NA,NA,CHN,NA,NA,CHN,113.61,175.73,283.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-mix
392,9,EM,BC,SKE,TDE,54.18011,-130.1823,SPEC,PNW-For,7,7.1,Cfb,90,CHN,NA,NA,CHN,NA,NA,CHN,55.13,63.35,87.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-mix
393,9,EM,BC,SKE,TDE,54.18072,-130.18513,SPEC,PNW-For,7,7.1,Dfb,50,CHN,NA,NA,CHN,NA,NA,CHN,49.48,120.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-grm
394,9,EM,BC,SKE,TDE,54.18108,-130.18519,SPEC,PNW-For,7,7.1,Dfb,75,CHN,8-Jan,0.029,CHN,NA,NA,CHN,82.03,134.01,263.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-mix
395,9,EM,BC,SKE,TDE,54.18097,-130.18494,SPEC,PNW-For,7,7.1,Dfb,75,CHN,0-7,0.041,CHN,NA,NA,CHN,85.9,131.29,244.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-mix
396,9,EM,BC,SKE,TDE,54.16811,-130.15836,SPEC,PNW-For,7,7.1,Cfb,70,CHN,NA,NA,CHN,NA,NA,CHN,113.7,178.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-mix
397,9,EM,BC,SKE,TDE,54.16805,-130.1585,SPEC,PNW-For,7,7.1,Cfb,90,CHN,NA,NA,CHN,NA,NA,CHN,67.84,86.29,215.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-mix
398,9,EM,BC,SKE,TDE,54.1683,-130.15872,SPEC,PNW-For,7,7.1,Cfb,80,CHN,NA,NA,CHN,NA,NA,CHN,45.33,73.34,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-grm
399,9,EM,BC,SKE,TDE,54.16633,-130.15577,SPEC,PNW-For,7,7.1,Cfb,80,CHN,NA,NA,CHN,NA,NA,CHN,80.54,130.94,232.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-mix
400,9,EM,BC,SKE,TDE,54.17294,-130.16883,SPEC,PNW-For,7,7.1,Dfb,100,CHN,0-7,0.026,CHN,NA,NA,CHN,74.05,129.09,252.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-mix
401,9,EM,BC,SKE,TDE,54.17291,-130.16897,SPEC,PNW-For,7,7.1,Dfb,100,CHN,0-7,0.022,CHN,NA,NA,CHN,61.63,88.54,157.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-mix
402,9,EM,BC,SKE,TDE,54.17286,-130.16905,SPEC,PNW-For,7,7.1,Dfb,100,CHN,0-7,0.01,CHN,NA,NA,CHN,31.1,54.28,107.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-grm
403,9,EM,BC,SKE,TDE,54.17089,-130.18833,SPEC,PNW-For,7,7.1,Cfb,100,CHN,0-7,0.036,CHN,NA,NA,CHN,102.91,153.59,289.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-mix
404,9,EM,BC,SKE,TDE,54.17103,-130.18833,SPEC,PNW-For,7,7.1,Cfb,100,CHN,0-7,0.031,CHN,NA,NA,CHN,90.27,143.36,267.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-mix
405,9,EM,BC,SKE,TDE,54.17128,-130.18819,SPEC,PNW-For,7,7.1,Cfb,100,CHN,0-7,0.014,CHN,NA,NA,CHN,40.8,62.47,119.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-grm
406,9,EM,BC,SKE,TDE,54.17024,-130.18661,SPEC,PNW-For,7,7.1,Cfb,100,CHN,0-7,0.023,CHN,NA,NA,CHN,61.17,80.78,143.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-grm
407,9,EM,BC,SKE,TDE,54.17008,-130.18672,SPEC,PNW-For,7,7.1,Cfb,100,CHN,0-7,0.023,CHN,NA,NA,CHN,67.7,108.11,208.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-mix
408,9,EM,BC,SKE,TDE,54.17011,-130.18686,SPEC,PNW-For,7,7.1,Cfb,100,CHN,NA,NA,CHN,NA,NA,CHN,135.16,206.42,323.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-mix
409,9,EM,BC,SKE,TDE,54.16933,-130.1853,SPEC,PNW-For,7,7.1,Cfb,100,CHN,NA,NA,CHN,NA,NA,CHN,117.34,183.14,301.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-mix
410,9,EM,BC,SKE,TDE,54.16955,-130.18533,SPEC,PNW-For,7,7.1,Cfb,100,CHN,0-7,0.025,CHN,NA,NA,CHN,72.19,113.59,256.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-mix
411,9,EM,BC,SKE,TDE,54.16958,-130.18511,SPEC,PNW-For,7,7.1,Cfb,100,CHN,0-7,0.019,CHN,NA,NA,CHN,55.22,87.48,139.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-grm
412,9,EM,BC,SKE,TDE,54.16341,-130.15108,SPEC,PNW-For,7,7.1,Cfb,100,CHN,NA,NA,CHN,NA,NA,CHN,95.47,153.67,291.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-mix
413,9,EM,BC,SKE,TDE,54.16327,-130.15144,SPEC,PNW-For,7,7.1,Cfb,100,CHN,0-7,0.026,CHN,NA,NA,CHN,79.07,132.32,227.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-mix
414,9,EM,BC,SKE,TDE,54.16166,-130.14941,SPEC,PNW-For,7,7.1,Dfb,100,CHN,0-7,0.028,CHN,NA,NA,CHN,91.89,175.93,333.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-mix
415,9,EM,BC,SKE,TDE,54.16166,-130.14958,SPEC,PNW-For,7,7.1,Dfb,100,CHN,0-7,0.025,CHN,NA,NA,CHN,71.2,108.32,223.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-mix
416,9,EM,BC,SKE,TDE,54.15858,-130.16616,SPEC,PNW-For,7,7.1,Cfb,100,CHN,NA,NA,CHN,NA,NA,CHN,145.29,216.58,391.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-mix
417,9,EM,BC,SKE,TDE,54.15852,-130.16586,SPEC,PNW-For,7,7.1,Cfb,100,CHN,0-7,0.034,CHN,NA,NA,CHN,80.8,127.47,227.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-mix
418,9,EM,BC,SKE,TDE,54.15858,-130.16561,SPEC,PNW-For,7,7.1,Cfb,100,CHN,NA,NA,CHN,NA,NA,CHN,53.29,84.71,157.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-grm
419,9,EM,BC,SKE,TDE,54.17883,-130.1803,SPEC,PNW-For,7,7.1,Cfb,100,CHN,NA,NA,CHN,NA,NA,CHN,116.04,196.65,384.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-mix
420,9,EM,BC,SKE,TDE,54.17891,-130.18011,SPEC,PNW-For,7,7.1,Cfb,100,CHN,0-7,0.024,CHN,NA,NA,CHN,85.19,134.77,175.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-mix
421,9,EM,BC,SKE,TDE,54.17902,-130.17991,SPEC,PNW-For,7,7.1,Cfb,90,CHN,0-7,0.013,CHN,NA,NA,CHN,60.55,170.29,216.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-mix
422,9,EM,BC,SKE,TDE,54.16308,-130.15194,SPEC,PNW-For,7,7.1,Cfb,100,CHN,NA,NA,CHN,NA,NA,CHN,57.18,95.5,217.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-grm
423,9,EM,BC,SKE,TDE,54.16163,-130.1498,SPEC,PNW-For,7,7.1,Dfb,100,CHN,NA,NA,CHN,NA,NA,CHN,45.04,81.2,136.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,Br-grm
448,14,SG,WA,PAD,EMB,48.51479,-122.52914,SPEC,PNW-For,7,7.1,Csb,46,LOI,0-10,0.002,LOI,20-30,0.003,LOI,6.49,11.53,NA,NA,NA,NA,NA,NA,NA,-0.799,0.472,NA,ZosMar
449,16,TS,CA,DEL,RD,38.01001,-121.5569,SPEC,Med,11,11.1,Csa,44,LOI,6-Apr,0.049,LOI,20-30,0.025,LOI,122.18,170.79,NA,NA,NA,NA,NA,NA,NA,0.712,NA,0.712,Hardwood
450,16,TS,CA,DEL,RD,38.06091,-121.60976,SPEC,Med,11,11.1,Csa,66,LOI,8-Feb,0.049,LOI,24-28,0.04,LOI,124.27,188.55,NA,NA,NA,NA,NA,NA,NA,0.829,NA,0.829,Hardwood
451,16,TS,CA,DEL,RD,38.0646,-121.5376,SPEC,Med,11,11.1,Csa,78,LOI,10-Jun,0.044,LOI,20-30,0.048,LOI,142.42,225.25,378.59,NA,NA,NA,NA,NA,NA,0.486,NA,0.486,Hardwood
452,20,EM,CA,SSF,TDE,37.5225,-122.2152,SPEC,Med,11,11.1,Csb,300,LOI,0-8,0.039,LOI,20-28,0.015,LOI,76.02,124.21,294.17,NA,NA,NA,NA,NA,NA,0.936,NA,0.936,NA
453,20,EM,CA,SSF,TDE,37.5214,-122.2094,SPEC,Med,11,11.1,Csb,200,LOI,0-8,0.051,LOI,20-28,0.026,LOI,99.42,185.1,343.01,NA,NA,NA,NA,NA,NA,0.971,NA,0.971,NA
455,20,EM,CA,SSF,TDE,37.5119,-122.2192,SPEC,Med,11,11.1,Csb,252,LOI,0-8,0.039,LOI,20-28,0.025,LOI,81.73,124.44,299.05,NA,NA,NA,NA,NA,NA,0.884,NA,0.884,NA
456,20,EM,CA,SSF,TDE,37.5198,-122.2327,SPEC,Med,11,11.1,Csb,200,LOI,0-8,0.043,LOI,20-28,0.034,LOI,114.04,184.45,371.82,NA,NA,NA,NA,NA,NA,0.89,NA,0.89,NA
457,20,EM,CA,SSF,TDE,37.5199,-122.2251,SPEC,Med,11,11.1,Csb,192,LOI,0-8,0.042,LOI,20-28,0.03,LOI,97.24,147.41,272.16,NA,NA,NA,NA,NA,NA,0.933,NA,0.933,NA
458,20,EM,CA,SSF,TDE,37.4678,-121.9457,SPEC,Med,11,11.1,Csb,200,LOI,0-8,0.021,LOI,20-28,0.02,LOI,61.34,102.91,231.48,NA,NA,NA,NA,NA,NA,0.824,NA,0.824,NA
459,20,EM,CA,SSF,TDE,37.4546,-121.9469,SPEC,Med,11,11.1,Csb,216,LOI,0-8,0.031,LOI,20-28,0.025,LOI,83.12,151.18,260,NA,NA,NA,NA,NA,NA,0.757,NA,0.757,NA
460,20,EM,CA,SSF,TDE,37.4604,-121.9535,SPEC,Med,11,11.1,Csb,248,LOI,0-8,0.03,LOI,20-28,0.023,LOI,83.85,150.95,275.39,NA,NA,NA,NA,NA,NA,0.719,NA,0.719,NA
461,20,EM,CA,SSF,TDE,37.4595,-121.9537,SPEC,Med,11,11.1,Csb,262,LOI,0-8,0.06,LOI,21-29,0.038,LOI,137.11,211.14,375.11,NA,NA,NA,NA,NA,NA,0.749,NA,0.749,NA
462,20,EM,CA,SSF,TDE,37.7537,-122.2123,SPEC,Med,11,11.1,Csb,200,LOI,0-8,0.056,LOI,20-28,0.035,LOI,129.71,197.96,314.55,NA,NA,NA,NA,NA,NA,0.783,NA,0.783,NA
463,20,EM,CA,SSF,TDE,37.7536,-122.2133,SPEC,Med,11,11.1,Csb,240,LOI,0-8,0.052,LOI,20-28,0.044,LOI,142.62,218.49,363.17,NA,NA,NA,NA,NA,NA,0.948,NA,0.948,NA
464,20,EM,CA,SSF,TDE,37.5019,-122.1718,SPEC,Med,11,11.1,Csb,248,LOI,0-8,0.048,LOI,20-28,0.028,LOI,108.84,170.12,313.69,NA,NA,NA,NA,NA,NA,0.941,NA,0.941,NA
465,20,EM,CA,SSF,TDE,37.5008,-122.1718,SPEC,Med,11,11.1,Csb,200,LOI,0-8,0.043,LOI,20-28,0.024,LOI,90.87,146.11,246.72,NA,NA,NA,NA,NA,NA,1.012,NA,1.012,NA
466,20,EM,CA,SSF,TDE,37.4698,-121.9499,SPEC,Med,11,11.1,Csb,216,LOI,0-8,0.022,LOI,20-28,0.026,LOI,72.2,118.87,230.58,NA,NA,NA,NA,NA,NA,0.773,NA,0.773,NA
467,20,EM,CA,SSF,TDE,37.472,-121.95,SPEC,Med,11,11.1,Csb,270,LOI,0-8,0.03,LOI,20-28,0.04,LOI,81.66,123.72,220.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,20,EM,CA,SSF,TDE,37.4795,-121.952,SPEC,Med,11,11.1,Csb,136,LOI,0-8,0.032,LOI,20-28,0.033,LOI,93.03,167.14,350.03,NA,NA,NA,NA,NA,NA,0.82,NA,0.82,NA
469,20,EM,CA,SSF,TDE,37.5063,-122.0881,SPEC,Med,11,11.1,Csb,322,LOI,0-8,0.031,LOI,20-28,0.023,LOI,84.27,146.85,267,NA,NA,NA,NA,NA,NA,0.913,NA,0.913,NA
470,20,EM,CA,SSF,TDE,37.4869,-122.1486,SPEC,Med,11,11.1,Csb,200,LOI,0-8,0.032,LOI,20-28,0.021,LOI,75.76,118.26,223.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,20,EM,CA,SSF,TDE,37.5514,-122.2403,SPEC,Med,11,11.1,Csb,198,LOI,0-8,0.057,LOI,20-28,0.044,LOI,149.43,208.36,337.9,NA,NA,NA,NA,NA,NA,0.896,NA,0.896,NA
472,20,EM,CA,SSF,TDE,37.5511,-122.2361,SPEC,Med,11,11.1,Csb,148,LOI,0-8,0.045,LOI,20-28,0.038,LOI,113.92,191.21,323.89,NA,NA,NA,NA,NA,NA,0.9,NA,0.9,NA
473,20,EM,CA,SSF,TDE,37.4554,-121.9756,SPEC,Med,11,11.1,Csb,303,LOI,0-9,0.035,LOI,21-30,0.034,LOI,103.75,161.37,298.65,NA,NA,NA,NA,NA,NA,0.741,NA,0.741,NA
474,20,EM,CA,SSF,TDE,37.458,-121.9749,SPEC,Med,11,11.1,Csb,292,LOI,0-8,0.03,LOI,20-28,0.026,LOI,84.89,139.57,267.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,21,TS,CA,DEL,RD,38.23409,-121.67174,SPEC,Med,11,11.1,Csa,48,LOI,0-10,0.04,LOI,20-30,0.059,LOI,144.73,202.53,NA,NA,NA,NA,NA,NA,NA,0.855,NA,0.855,Hardwood
476,2,EM,CA,DEL,RD,38.03638,-121.85857,SPEC,Med,11,11.1,Csa,54,LOI,0-10,0.051,LOI,20-30,0.045,LOI,130.5,188.82,NA,NA,NA,NA,NA,NA,NA,0.97,NA,0.97,Fr-grm
477,2,EM,CA,DEL,RD,38.03867,-121.85936,SPEC,Med,11,11.1,Csa,52,LOI,0-10,0.024,LOI,20-30,0.026,LOI,77.14,130.72,NA,NA,NA,NA,NA,NA,NA,0.36,NA,0.36,Fr-grm
478,2,EM,CA,DEL,RD,38.03759,-121.85904,SPEC,Med,11,11.1,Csa,46,LOI,0-10,0.041,LOI,20-30,0.033,LOI,109.53,167.29,NA,NA,NA,NA,NA,NA,NA,0.528,NA,0.528,Fr-grm
479,2,EM,CA,DEL,RD,38.03601,-121.86788,SPEC,Med,11,11.1,Csa,54,LOI,0-10,0.035,LOI,20-30,0.037,LOI,120.57,169.21,NA,NA,NA,NA,NA,NA,NA,1.082,NA,1.082,Fr-grm
480,2,EM,CA,DEL,RD,38.03805,-121.86845,SPEC,Med,11,11.1,Csa,50,LOI,0-10,0.033,LOI,20-30,0.028,LOI,101.28,162.95,NA,NA,NA,NA,NA,NA,NA,0.894,NA,0.894,Fr-grm
481,2,EM,CA,DEL,RD,38.03709,-121.86811,SPEC,Med,11,11.1,Csa,54,LOI,0-10,0.038,LOI,20-30,0.051,LOI,130.47,176.43,NA,NA,NA,NA,NA,NA,NA,1.073,NA,1.073,Fr-grm
482,2,EM,CA,SPB,TDE,38.00861,-122.48717,SPEC,Med,11,11.1,Csb,50,LOI,0-10,0.035,LOI,20-30,0.028,LOI,90.37,150.36,NA,NA,NA,NA,NA,NA,NA,0.986,NA,0.986,Sl-suc
483,2,EM,CA,SPB,TDE,38.01099,-122.48517,SPEC,Med,11,11.1,Csb,54,LOI,0-10,0.022,LOI,20-30,0.019,LOI,62.71,107.54,NA,NA,NA,NA,NA,NA,NA,0.781,NA,0.781,Sl-suc
484,2,EM,CA,SPB,TDE,38.00977,-122.48571,SPEC,Med,11,11.1,Csb,52,LOI,0-10,0.019,LOI,20-30,0.014,LOI,48.8,76.59,NA,NA,NA,NA,NA,NA,NA,1.046,NA,1.046,Sl-suc
485,2,EM,CA,SPB,TDE,38.01205,-122.50027,SPEC,Med,11,11.1,Csb,50,LOI,0-10,0.03,LOI,20-30,0.021,LOI,74.69,136.35,NA,NA,NA,NA,NA,NA,NA,1.037,NA,1.037,Sl-suc
486,2,EM,CA,SPB,TDE,38.01538,-122.49852,SPEC,Med,11,11.1,Csb,50,LOI,0-10,0.023,LOI,20-30,0.019,LOI,63.23,100.2,NA,NA,NA,NA,NA,NA,NA,0.964,NA,0.964,Sl-suc
487,2,EM,CA,SPB,TDE,38.01387,-122.49944,SPEC,Med,11,11.1,Csb,50,LOI,0-10,0.026,LOI,20-30,0.023,LOI,76.79,128.77,NA,NA,NA,NA,NA,NA,NA,0.994,NA,0.994,Sl-suc
494,2,EM,CA,SPB,TDE,38.19396,-122.32321,SPEC,Med,11,11.1,Csb,50,LOI,0-10,0.03,LOI,20-30,0.02,LOI,72.92,120.36,NA,NA,NA,NA,NA,NA,NA,0.964,NA,0.964,NA
